CustomerID,Country,transactions,unique_invoices,unique_products_purchased,total_quantity,total_spent,avg_transaction_value,first_purchase_date,last_purchase_date,returns_count
14606.0,United Kingdom,2782,128,832,5978,11713.849999999986,4.21058590941768,2010-12-01,2011-12-08,82
12939.0,United Kingdom,47,8,21,4876,11581.799999999997,246.42127659574462,2011-01-09,2011-10-06,0
14607.0,United Kingdom,114,17,38,7998,11341.1,99.48333333333333,2011-03-23,2011-11-24,28
14194.0,United Kingdom,604,32,269,5783,11216.75000000001,18.570778145695378,2011-02-04,2011-12-05,25
15125.0,United Kingdom,140,23,102,5991,11117.050000000001,79.40750000000001,2011-03-14,2011-11-14,13
12409.0,Switzerland,114,7,91,5543,11056.93,96.99061403508772,2011-06-10,2011-09-22,5
14895.0,United Kingdom,506,24,275,4823,11020.260000000004,21.779169960474317,2011-01-21,2011-12-02,8
12971.0,United Kingdom,308,89,95,9203,10930.26,35.487857142857145,2010-12-02,2011-12-06,3
13340.0,United Kingdom,134,7,128,5770,10736.480000000001,80.12298507462688,2011-03-08,2011-10-25,0
17581.0,United Kingdom,452,31,231,5861,10736.110000000004,23.7524557522124,2010-12-02,2011-12-09,12
13319.0,United Kingdom,500,36,211,4686,10664.339999999998,21.328679999999995,2010-12-07,2011-12-04,24
14769.0,United Kingdom,1094,10,718,7406,10641.599999999999,9.727239488117,2010-12-17,2011-12-07,4
17139.0,United Kingdom,487,15,309,5163,10585.570000000005,21.736283367556478,2011-02-24,2011-11-24,9
13113.0,United Kingdom,280,40,113,2594,10509.999999999998,37.53571428571428,2010-12-08,2011-12-09,79
14062.0,United Kingdom,111,12,60,5593,10464.85,94.27792792792793,2010-12-10,2011-11-30,0
16779.0,United Kingdom,344,28,161,5236,10454.05,30.38968023255814,2010-12-08,2011-12-07,11
17107.0,United Kingdom,421,7,269,4537,10380.430000000004,24.656603325415688,2011-03-06,2011-11-07,3
15615.0,United Kingdom,429,27,185,5493,10360.039999999997,24.149277389277383,2010-12-15,2011-11-29,6
15251.0,United Kingdom,121,15,97,6084,10327.109999999999,85.34801652892561,2011-04-12,2011-11-30,10
16180.0,United Kingdom,176,10,92,5853,10217.480000000001,58.053863636363644,2011-04-01,2011-08-31,14
16843.0,United Kingdom,379,17,226,10154,10183.82,26.87023746701847,2011-01-16,2011-10-28,1
17865.0,United Kingdom,389,27,191,5698,10158.539999999997,26.11449871465295,2010-12-10,2011-11-09,19
NaN,Hong Kong,288,15,191,4769,10117.039999999995,35.1286111111111,2011-01-24,2011-11-14,4
17706.0,United Kingdom,395,22,270,3833,10097.369999999997,25.56296202531645,2010-12-08,2011-12-05,13
12590.0,Germany,70,3,68,4279,9861.380000000003,140.87685714285718,2011-05-12,2011-06-02,2
13199.0,United Kingdom,120,39,48,6172,9803.96,81.69966666666666,2010-12-08,2011-12-06,1
13001.0,United Kingdom,342,15,166,5497,9797.919999999998,28.648888888888884,2011-01-17,2011-12-05,3
15078.0,United Kingdom,451,38,98,5069,9623.349999999999,21.33780487804878,2010-12-06,2011-12-02,11
13458.0,United Kingdom,394,22,242,5460,9537.92,24.207918781725887,2010-12-15,2011-12-02,12
14733.0,United Kingdom,216,15,102,3725,9451.54,43.75712962962963,2010-12-07,2011-11-30,14
16523.0,United Kingdom,298,28,151,4233,9295.670000000002,31.193523489932893,2011-01-28,2011-12-08,8
12709.0,Germany,257,26,103,3832,9294.1,36.163813229571986,2010-12-08,2011-12-06,49
14667.0,United Kingdom,576,27,354,5382,9231.2,16.02638888888889,2010-12-06,2011-11-29,3
14367.0,United Kingdom,533,19,270,4410,9167.820000000007,17.200412757973748,2011-03-08,2011-12-01,9
12744.0,Singapore,229,10,178,5234,9120.390000000001,39.8270305676856,2011-01-25,2011-10-19,7
12567.0,France,463,11,323,4089,9114.939999999997,19.686695464362845,2010-12-05,2011-11-17,17
18092.0,United Kingdom,90,12,28,4250,9065.76,100.73066666666666,2010-12-09,2011-12-07,1
13969.0,United Kingdom,633,20,334,4483,8986.690000000002,14.196982622432863,2010-12-09,2011-12-02,7
12451.0,Switzerland,355,6,265,6455,8933.519999999999,25.16484507042253,2011-01-19,2011-11-29,1
13488.0,United Kingdom,427,17,272,4512,8910.609999999999,20.867939110070253,2010-12-07,2011-11-22,5
16033.0,United Kingdom,1152,27,539,3516,8727.610000000004,7.576050347222226,2010-12-05,2011-12-04,15
13090.0,United Kingdom,161,18,98,2194,8689.390000000001,53.97136645962734,2010-12-02,2011-12-01,6
17243.0,United Kingdom,407,30,180,3362,8628.550000000001,21.20036855036855,2010-12-05,2011-12-08,7
17306.0,United Kingdom,69,21,13,11470,8600.73,124.6482608695652,2010-12-21,2011-11-29,3
17017.0,United Kingdom,268,27,88,6613,8574.11,31.99294776119403,2010-12-02,2011-12-07,16
16656.0,United Kingdom,80,21,14,8873,8568.240000000002,107.10300000000002,2010-12-10,2011-11-17,7
18139.0,United Kingdom,162,8,36,5461,8393.219999999996,51.809999999999974,2011-11-21,2011-11-22,3
16558.0,United Kingdom,474,24,264,5346,8257.04,17.419915611814346,2010-12-08,2011-12-09,14
15358.0,United Kingdom,561,29,292,6927,8234.8,14.678787878787878,2010-12-09,2011-12-05,10
12683.0,France,362,20,177,4903,8221.09,22.710193370165747,2010-12-09,2011-12-05,18
14056.0,United Kingdom,1128,29,321,4232,8124.4000000000015,7.202482269503547,2011-02-28,2011-12-08,22
14936.0,Channel Islands,366,9,210,4083,8117.420000000004,22.178743169398917,2011-03-09,2011-11-30,2
16672.0,United Kingdom,117,23,23,2812,8093.590000000001,69.17598290598292,2011-03-18,2011-12-07,3
13854.0,United Kingdom,114,29,39,2278,8025.0199999999995,70.39491228070175,2010-12-09,2011-12-01,4
18109.0,United Kingdom,454,31,120,4219,7925.320000000003,17.45665198237886,2010-12-05,2011-12-08,10
14952.0,United Kingdom,149,15,119,3295,7912.79,53.10597315436242,2010-12-08,2011-10-24,11
14849.0,United Kingdom,392,28,159,5656,7904.279999999999,20.163979591836732,2010-12-01,2011-11-18,4
12428.0,Finland,300,12,258,3503,7877.199999999999,26.257333333333328,2011-03-01,2011-11-14,6
14796.0,United Kingdom,1165,27,403,5942,7839.509999999998,6.729193133047209,2010-12-08,2011-12-08,24
12435.0,Denmark,36,2,31,2055,7829.889999999999,217.49694444444444,2011-03-17,2011-09-21,0
15290.0,United Kingdom,212,21,93,4431,7803.77,36.8102358490566,2010-12-15,2011-12-05,8
13629.0,United Kingdom,59,11,28,4372,7792.36,132.07389830508475,2011-01-05,2011-11-16,0
13093.0,United Kingdom,170,13,99,3943,7741.47,45.53805882352941,2010-12-01,2011-03-17,11
14527.0,United Kingdom,1011,86,331,2049,7711.380000000008,7.62747774480713,2010-12-01,2011-12-07,39
17811.0,United Kingdom,872,51,359,4128,7677.710000000001,8.804713302752294,2011-01-10,2011-12-05,21
15044.0,United Kingdom,461,22,233,2786,7629.379999999999,16.549631236442515,2010-12-12,2011-11-20,8
15194.0,United Kingdom,326,22,209,5648,7521.169999999998,23.071073619631896,2010-12-06,2011-12-06,16
18172.0,United Kingdom,197,25,101,3170,7490.169999999998,38.02116751269035,2011-02-18,2011-11-25,8
13263.0,United Kingdom,1677,35,450,4780,7454.070000000009,4.444883720930238,2011-01-18,2011-12-08,0
17396.0,United Kingdom,27,8,24,2005,7330.8,271.5111111111111,2010-12-03,2011-10-31,0
18229.0,United Kingdom,164,20,66,2488,7276.899999999999,44.37134146341462,2010-12-01,2011-11-28,0
13018.0,United Kingdom,459,29,313,5434,7272.750000000002,15.844771241830069,2011-02-17,2011-11-23,1
12583.0,France,251,18,115,5009,7187.339999999998,28.63482071713147,2010-12-01,2011-12-07,4
16745.0,United Kingdom,358,18,148,6727,7170.700000000002,20.02988826815643,2011-02-01,2011-09-14,1
12474.0,Germany,457,30,253,4764,7116.469999999999,15.57214442013129,2010-12-06,2011-11-22,33
12980.0,United Kingdom,24,12,6,864,7092.0599999999995,295.5025,2010-12-16,2011-07-07,4
16729.0,United Kingdom,668,26,235,5769,7076.279999999998,10.593233532934129,2011-04-12,2011-11-03,8
13324.0,United Kingdom,77,12,25,5200,7072.800000000001,91.85454545454547,2010-12-14,2011-11-07,2
16873.0,United Kingdom,289,10,179,3825,7066.31,24.45089965397924,2010-12-10,2011-12-05,10
13985.0,United Kingdom,353,16,108,3439,7024.530000000001,19.899518413597736,2011-03-20,2011-12-05,2
14961.0,United Kingdom,317,12,193,3692,7006.580000000001,22.102776025236597,2010-12-14,2011-11-29,5
12766.0,Portugal,310,7,205,3646,6989.63,22.547193548387096,2010-12-08,2011-12-06,0
12798.0,Japan,8,3,6,5256,6977.04,872.13,2011-06-22,2011-11-29,0
15465.0,United Kingdom,104,24,43,1217,6945.02,66.77903846153846,2010-12-05,2011-11-20,7
13027.0,United Kingdom,26,6,6,17280,6912.0,265.84615384615387,2010-12-20,2011-08-18,0
12989.0,United Kingdom,68,19,41,2915,6854.51,100.80161764705883,2010-12-10,2011-12-06,4
16187.0,United Kingdom,297,17,160,5004,6841.239999999999,23.034478114478112,2011-02-28,2011-11-08,2
16713.0,United Kingdom,632,21,339,4264,6840.229999999997,10.82314873417721,2010-12-08,2011-11-21,8
17416.0,United Kingdom,271,9,186,4266,6838.34,25.233726937269374,2011-03-03,2011-11-10,2
12705.0,Germany,348,14,228,3973,6814.240000000004,19.581149425287368,2010-12-17,2011-11-24,14
15023.0,United Kingdom,563,12,347,2863,6763.16,12.01271758436945,2010-12-05,2011-12-06,1
18055.0,United Kingdom,363,11,223,2450,6752.14,18.60093663911846,2010-12-05,2011-12-02,3
16532.0,United Kingdom,4,3,2,2016,6748.8,1687.2,2011-01-05,2011-11-22,0
12830.0,United Kingdom,39,7,14,9847,6748.400000000001,173.03589743589745,2011-06-21,2011-11-02,1
15601.0,United Kingdom,414,17,230,4978,6745.360000000001,16.29314009661836,2010-12-02,2011-11-28,4
13576.0,United Kingdom,130,20,78,2640,6703.299999999998,51.56384615384614,2010-12-01,2011-11-29,4
16746.0,United Kingdom,452,19,234,4662,6694.31,14.810420353982302,2010-12-16,2011-12-05,3
16353.0,United Kingdom,94,23,51,2006,6675.71,71.0181914893617,2010-12-05,2011-12-06,0
16923.0,United Kingdom,696,26,316,3183,6666.830000000004,9.57877873563219,2010-12-12,2011-11-27,24
15249.0,United Kingdom,358,15,211,3557,6657.360000000002,18.59597765363129,2011-03-28,2011-11-08,8
16652.0,United Kingdom,123,11,75,3267,6654.260000000002,54.09967479674798,2011-03-11,2011-10-17,5
16182.0,United Kingdom,28,4,17,3791,6617.65,236.34464285714284,2011-02-18,2011-09-28,0
17338.0,United Kingdom,757,10,390,3123,6612.180000000001,8.734715984147954,2010-12-13,2011-11-22,4
15482.0,United Kingdom,127,16,46,2998,6568.719999999999,51.722204724409444,2010-12-16,2011-11-24,29
12476.0,Germany,264,20,177,2337,6546.58,24.797651515151514,2010-12-13,2011-12-08,31
15144.0,United Kingdom,218,18,132,3026,6530.039999999998,29.954311926605495,2011-01-31,2011-12-01,1
16814.0,United Kingdom,325,22,122,2768,6500.599999999999,20.001846153846152,2010-12-05,2011-11-25,1
15694.0,United Kingdom,79,15,42,1665,6423.599999999999,81.31139240506329,2010-12-02,2011-12-09,1
13871.0,United Kingdom,338,14,155,2801,6389.799999999999,18.904733727810648,2011-02-04,2011-11-17,2
12626.0,Germany,307,13,232,3350,6388.350000000002,20.808957654723134,2011-01-17,2011-11-16,13
13102.0,United Kingdom,310,27,141,4160,6336.29,20.439645161290322,2010-12-09,2011-12-08,6
18223.0,United Kingdom,299,27,119,2890,6315.2300000000005,21.121170568561876,2010-12-16,2011-12-08,27
16126.0,United Kingdom,117,4,57,2125,6287.77,53.741623931623934,2011-02-16,2011-11-10,0
13709.0,United Kingdom,346,17,244,3501,6249.109999999999,18.06101156069364,2011-01-28,2011-12-06,10
12359.0,Cyprus,254,6,214,1612,6245.53,24.588700787401574,2011-01-12,2011-12-02,6
12472.0,Germany,391,13,226,4020,6229.4800000000005,15.93217391304348,2010-12-01,2011-11-09,52
13668.0,United Kingdom,501,29,286,3637,6216.0700000000015,12.4073253493014,2010-12-12,2011-12-07,31
12357.0,Switzerland,131,1,131,2708,6207.669999999996,47.38679389312974,2011-11-06,2011-11-06,0
17315.0,United Kingdom,487,43,259,3856,6204.460000000003,12.740164271047234,2010-12-17,2011-12-09,14
15005.0,United Kingdom,1160,35,368,4204,6180.49,5.328008620689655,2010-12-08,2011-11-24,41
14057.0,United Kingdom,291,18,179,4708,6147.4000000000015,21.125085910652928,2010-12-14,2011-11-16,7
14060.0,United Kingdom,203,20,86,5374,6135.379999999999,30.223546798029552,2010-12-02,2011-12-05,1
15939.0,United Kingdom,77,16,28,4725,6102.26,79.25012987012987,2011-01-12,2011-09-11,1
17509.0,United Kingdom,369,11,75,3530,6100.740000000002,16.533170731707322,2011-10-07,2011-10-13,3
13225.0,United Kingdom,34,8,23,3352,6083.040000000001,178.9129411764706,2010-12-13,2011-12-06,2
14101.0,United Kingdom,35,6,15,6942,5976.789999999999,170.76542857142854,2011-01-17,2011-09-27,0
12637.0,France,394,10,205,2990,5953.250000000001,15.109771573604064,2011-01-20,2011-10-03,4
15382.0,United Kingdom,306,8,193,4003,5927.859999999999,19.37209150326797,2011-02-17,2011-11-25,4
13097.0,United Kingdom,437,14,215,2341,5893.320000000001,13.485858123569795,2010-12-14,2011-11-07,14
13418.0,United Kingdom,314,23,223,3839,5845.44,18.61605095541401,2010-12-02,2011-11-28,10
14944.0,United Kingdom,172,14,101,2801,5842.950000000001,33.97063953488372,2010-12-22,2011-11-10,2
13209.0,United Kingdom,329,11,255,4232,5820.159999999997,17.690455927051662,2010-12-13,2011-11-09,8
14505.0,United Kingdom,803,11,542,2743,5818.700000000004,7.246201743462023,2010-12-12,2011-11-22,4
13316.0,United Kingdom,88,5,67,6947,5815.49,66.08511363636363,2011-03-30,2011-11-02,1
14415.0,United Kingdom,612,18,284,2973,5811.560000000001,9.496013071895426,2010-12-14,2011-12-08,22
14735.0,United Kingdom,205,34,99,2160,5807.6900000000005,28.33019512195122,2010-12-16,2011-12-06,11
15218.0,United Kingdom,166,11,77,3329,5756.890000000001,34.68006024096386,2011-01-25,2011-11-29,0
17686.0,United Kingdom,286,7,205,2478,5739.46,20.06804195804196,2011-02-10,2011-12-02,0
13178.0,United Kingdom,265,11,95,3570,5725.469999999998,21.605547169811317,2010-12-14,2011-11-13,0
12720.0,Germany,359,29,211,4654,5713.280000000001,15.914428969359333,2010-12-05,2011-12-07,5
13050.0,United Kingdom,422,28,246,3707,5684.609999999999,13.470639810426537,2010-12-08,2011-11-30,19
14110.0,United Kingdom,157,13,94,2455,5669.65,36.1124203821656,2011-03-18,2011-12-06,1
16553.0,United Kingdom,86,14,63,4595,5664.57,65.8670930232558,2010-12-08,2011-06-29,2
13468.0,United Kingdom,306,41,184,2581,5656.750000000001,18.486111111111114,2010-12-01,2011-12-08,4
14049.0,United Kingdom,505,6,352,3846,5639.15,11.166633663366335,2011-01-26,2011-11-23,17
13004.0,United Kingdom,409,22,277,4796,5613.43,13.72476772616137,2010-12-17,2011-11-28,5
13534.0,United Kingdom,342,43,119,2876,5613.079999999997,16.412514619883034,2010-12-16,2011-12-07,46
18118.0,United Kingdom,1284,31,424,2877,5595.770000000007,4.358076323987544,2010-12-05,2011-11-29,5
17049.0,United Kingdom,322,11,201,2669,5594.780000000002,17.37509316770187,2011-03-09,2011-12-07,4
12481.0,Germany,218,11,150,3290,5590.859999999999,25.64614678899082,2010-12-09,2011-11-17,1
17757.0,United Kingdom,742,31,275,3316,5585.4900000000025,7.5276145552560685,2010-12-02,2011-12-08,1
12839.0,United Kingdom,316,16,96,3804,5583.619999999999,17.669683544303794,2010-12-07,2011-12-07,2
16767.0,United Kingdom,222,11,148,4435,5580.6,25.13783783783784,2011-01-27,2011-11-09,0
15502.0,United Kingdom,252,23,164,3823,5541.460000000001,21.98992063492064,2010-12-05,2011-11-24,39
17716.0,United Kingdom,254,12,172,3004,5505.790000000001,21.676338582677168,2011-03-17,2011-11-17,9
16985.0,United Kingdom,121,11,62,1830,5461.62,45.137355371900824,2010-12-16,2011-11-22,1
15805.0,United Kingdom,307,20,220,3337,5452.17,17.759511400651466,2010-12-10,2011-11-16,6
16609.0,United Kingdom,280,9,155,2410,5450.959999999998,19.46771428571428,2011-04-01,2011-11-24,4
12431.0,Australia,186,16,117,2393,5443.609999999999,29.26672043010752,2010-12-01,2011-11-04,4
16265.0,United Kingdom,260,11,164,2627,5423.150000000001,20.85826923076923,2010-12-10,2011-11-30,2
12490.0,France,245,10,131,3064,5417.929999999999,22.113999999999997,2011-01-14,2011-12-04,0
17719.0,United Kingdom,278,18,111,2455,5367.800000000002,19.308633093525188,2011-03-29,2011-11-02,4
18225.0,United Kingdom,286,17,151,3206,5361.019999999999,18.74482517482517,2010-12-03,2011-12-06,15
16161.0,United Kingdom,502,26,293,2506,5352.969999999999,10.663286852589641,2010-12-06,2011-12-08,28
13269.0,United Kingdom,320,17,178,3509,5315.920000000002,16.612250000000007,2010-12-05,2011-12-08,4
16303.0,United Kingdom,167,4,119,2621,5305.830000000002,31.771437125748513,2011-01-10,2011-11-14,5
15150.0,United Kingdom,344,11,282,3633,5303.970000000001,15.418517441860468,2011-03-15,2011-11-22,1
17730.0,United Kingdom,220,15,127,3567,5288.830000000002,24.04013636363637,2011-01-17,2011-12-06,2
17850.0,United Kingdom,312,35,24,1693,5288.630000000009,16.95073717948721,2010-12-01,2011-02-10,15
16258.0,United Kingdom,135,5,111,2994,5203.509999999999,38.544518518518515,2011-05-04,2011-10-25,0
18226.0,United Kingdom,245,14,141,3459,5192.1,21.192244897959185,2011-01-06,2011-11-01,3
15727.0,United Kingdom,302,7,213,3065,5178.960000000001,17.148874172185433,2010-12-15,2011-11-23,0
17858.0,United Kingdom,199,12,101,2706,5155.660000000001,25.907839195979903,2010-12-05,2011-12-04,0
12362.0,Belgium,274,13,201,2212,5154.58,18.812335766423356,2011-02-17,2011-12-06,8
16701.0,United Kingdom,154,18,99,6211,5150.2699999999995,33.44331168831169,2010-12-13,2011-12-01,10
13756.0,United Kingdom,143,15,66,3164,5145.120000000001,35.97986013986014,2010-12-07,2011-12-07,1
15903.0,United Kingdom,75,8,46,2409,5126.34,68.3512,2011-02-17,2011-11-30,1
17061.0,United Kingdom,101,12,57,1484,5116.13,50.65475247524753,2011-04-21,2011-09-27,2
14688.0,United Kingdom,359,27,148,3222,5107.379999999999,14.2266852367688,2010-12-01,2011-12-02,32
18198.0,United Kingdom,166,21,81,3839,5083.060000000001,30.620843373493983,2011-01-07,2011-12-05,7
15046.0,United Kingdom,207,16,147,3307,5064.009999999999,24.46381642512077,2011-01-05,2011-11-30,1
12432.0,Norway,108,5,107,1801,5059.320000000001,46.84555555555556,2011-06-20,2011-10-28,0
13139.0,United Kingdom,174,8,132,2418,5055.79,29.05626436781609,2011-03-25,2011-11-23,4
17602.0,United Kingdom,565,8,335,4135,5050.769999999995,8.93941592920353,2011-01-19,2011-12-07,5
15719.0,United Kingdom,938,14,299,2724,5043.960000000003,5.377356076759065,2011-01-06,2011-11-07,1
16700.0,United Kingdom,312,17,159,4019,5039.999999999998,16.15384615384615,2010-12-08,2011-12-01,4
13599.0,United Kingdom,264,33,172,3169,5030.5999999999985,19.055303030303026,2010-12-08,2011-12-08,17
15301.0,United Kingdom,247,14,167,2768,5028.12,20.35676113360324,2010-12-06,2011-10-20,4
17426.0,United Kingdom,272,7,179,3082,5022.259999999999,18.464191176470585,2011-03-02,2011-12-05,1
12444.0,Norway,177,5,138,1155,5005.46,28.27943502824859,2011-06-21,2011-11-18,0
14755.0,United Kingdom,237,12,128,2217,4965.38,20.950970464135022,2011-01-09,2011-11-30,2
15547.0,United Kingdom,702,14,441,4032,4954.840000000003,7.058176638176643,2010-12-12,2011-12-02,0
