Date,Asset,Type,Open,High,Low,Close,Volume
2015-03-25,USD_JPY,Forex,112.96,112.86,111.53,111.96,9420351
2015-03-26,USD_JPY,Forex,112.07,112.8,109.45,111.32,8162389
2015-03-27,USD_JPY,Forex,111.06,111.27,110.18,110.53,9243255
2015-03-30,USD_JPY,Forex,110.81,112.03,110.16,111.3,9404930
2015-03-31,USD_JPY,Forex,111.41,111.57,110.48,110.68,10684664
2015-04-01,USD_JPY,Forex,110.5,110.83,109.53,110.38,9016570
2015-04-02,USD_JPY,Forex,111.32,110.87,110.05,110.46,8222646
2015-04-03,USD_JPY,Forex,108.85,110.1,108.12,109.74,8644837
2015-04-06,USD_JPY,Forex,111.13,111.49,109.8,111.01,10039943
2015-04-07,USD_JPY,Forex,111.06,111.55,109.42,110.54,8447985
2015-04-08,USD_JPY,Forex,109.77,111.28,109.82,110.21,10360323
2015-04-09,USD_JPY,Forex,109.89,110.72,109.16,109.78,8461949
2015-04-10,USD_JPY,Forex,111.42,111.27,110.07,110.38,9414690
2015-04-13,USD_JPY,Forex,110.7,112.15,110.41,111.16,10440919
2015-04-14,USD_JPY,Forex,111.53,110.95,109.12,110.57,10526515
2015-04-15,USD_JPY,Forex,110.22,110.99,109.68,110.78,9887091
2015-04-16,USD_JPY,Forex,109.51,110.76,108.82,109.91,10671038
2015-04-17,USD_JPY,Forex,110.1,110.37,108.11,109.13,8789786
2015-04-20,USD_JPY,Forex,108.71,109.3,108.46,108.83,10720220
2015-04-21,USD_JPY,Forex,110.29,109.94,109.27,109.32,11104610
2015-04-22,USD_JPY,Forex,109.95,111.06,108.39,109.77,8505837
2015-04-23,USD_JPY,Forex,108.4,109.96,107.83,109.49,6528093
2015-04-24,USD_JPY,Forex,109.5,111.06,107.33,109.33,10451273
2015-04-27,USD_JPY,Forex,109.67,110.34,109.85,109.94,11364488
2015-04-28,USD_JPY,Forex,109.36,110.85,107.94,109.59,6632733
2015-04-29,USD_JPY,Forex,108.59,110.02,108.63,109.31,8390663
2015-04-30,USD_JPY,Forex,110.51,110.34,109.76,110.03,7752543
2015-05-01,USD_JPY,Forex,109.01,110.97,108.57,110.1,10195557
2015-05-04,USD_JPY,Forex,110.95,111.07,109.02,109.99,11201731
2015-05-05,USD_JPY,Forex,109.22,110.63,108.99,110.25,11664827
2015-05-06,USD_JPY,Forex,110.45,110.54,107.83,109.49,11157219
2015-05-07,USD_JPY,Forex,108.99,110.48,109.73,109.88,7192689
2015-05-08,USD_JPY,Forex,109.12,109.74,108.52,109.2,10171538
2015-05-11,USD_JPY,Forex,110.68,111.78,108.37,110.03,8419248
2015-05-12,USD_JPY,Forex,109.68,111.08,110.01,110.52,11289012
2015-05-13,USD_JPY,Forex,111.54,111.32,109.6,110.5,11534345
2015-05-14,USD_JPY,Forex,110.92,110.66,109.77,110.41,9074479
2015-05-15,USD_JPY,Forex,108.78,110.38,108.96,109.55,9121085
2015-05-18,USD_JPY,Forex,109.03,109.86,108.13,109.33,11039507
2015-05-19,USD_JPY,Forex,110.01,112.07,109.39,110.07,11550302
2015-05-20,USD_JPY,Forex,109.83,111.9,109.57,110.68,10580189
2015-05-21,USD_JPY,Forex,109.46,112.44,109.57,110.27,7827795
2015-05-22,USD_JPY,Forex,110.01,110.78,109.33,109.83,10575043
2015-05-25,USD_JPY,Forex,108.21,109.58,108.02,108.7,10566283
2015-05-26,USD_JPY,Forex,108.83,109.2,107.66,108.41,9676171
2015-05-27,USD_JPY,Forex,108.64,109.03,107.92,108.0,8388354
2015-05-28,USD_JPY,Forex,106.51,107.49,106.62,107.45,8735893
2015-05-29,USD_JPY,Forex,106.69,108.86,106.32,107.65,10587767
2015-06-01,USD_JPY,Forex,107.26,107.85,107.63,107.71,9022306
2015-06-02,USD_JPY,Forex,108.23,108.55,107.01,108.11,9586921
2015-06-03,USD_JPY,Forex,108.87,109.0,107.87,108.77,7448693
2015-06-04,USD_JPY,Forex,108.96,111.15,109.81,109.94,8528913
2015-06-05,USD_JPY,Forex,111.37,111.17,110.36,110.86,6973959
2015-06-08,USD_JPY,Forex,111.2,111.37,110.98,111.06,9525158
2015-06-09,USD_JPY,Forex,111.46,112.11,109.67,110.63,7812940
2015-06-10,USD_JPY,Forex,111.44,112.33,111.18,111.72,6654797
2015-06-11,USD_JPY,Forex,112.73,112.99,111.16,111.85,8849179
2015-06-12,USD_JPY,Forex,111.81,112.98,111.67,111.77,11442072
2015-06-15,USD_JPY,Forex,112.33,111.38,110.47,111.35,8504319
2015-06-16,USD_JPY,Forex,111.91,112.6,110.55,111.85,9266791
2015-06-17,USD_JPY,Forex,111.46,113.03,111.14,112.13,7977759
2015-06-18,USD_JPY,Forex,113.46,113.93,111.9,112.68,6825522
2015-06-19,USD_JPY,Forex,111.81,113.09,112.08,112.23,8592331
2015-06-22,USD_JPY,Forex,112.93,111.94,110.49,111.87,7468726
2015-06-23,USD_JPY,Forex,111.9,113.55,109.35,111.53,6644091
2015-06-24,USD_JPY,Forex,113.13,113.62,111.97,112.02,7076988
2015-06-25,USD_JPY,Forex,112.5,112.71,112.05,112.53,9789611
2015-06-26,USD_JPY,Forex,112.79,113.95,111.97,113.1,10967519
2015-06-29,USD_JPY,Forex,112.98,114.45,112.22,113.05,7299685
2015-06-30,USD_JPY,Forex,114.19,113.27,112.28,113.14,9978700
2015-07-01,USD_JPY,Forex,114.01,113.36,112.78,112.96,8375953
2015-07-02,USD_JPY,Forex,113.22,114.13,111.49,112.61,10133773
2015-07-03,USD_JPY,Forex,111.87,113.43,110.61,112.06,10774826
2015-07-06,USD_JPY,Forex,111.53,112.33,110.44,111.56,6995519
2015-07-07,USD_JPY,Forex,111.22,112.55,110.64,111.32,7174375
2015-07-08,USD_JPY,Forex,110.07,113.53,109.81,111.09,7569845
2015-07-09,USD_JPY,Forex,112.14,112.76,110.72,111.39,6574230
2015-07-10,USD_JPY,Forex,111.04,112.52,111.05,111.71,11581151
2015-07-13,USD_JPY,Forex,111.74,113.11,111.84,112.24,11100302
2015-07-14,USD_JPY,Forex,112.24,113.57,111.84,112.62,9850441
2015-07-15,USD_JPY,Forex,112.63,114.0,112.07,112.52,11064479
2015-07-16,USD_JPY,Forex,113.56,114.38,111.88,112.64,8758797
2015-07-17,USD_JPY,Forex,113.97,115.41,112.13,113.15,11190783
2015-07-20,USD_JPY,Forex,113.32,114.11,112.76,113.18,7819445
2015-07-21,USD_JPY,Forex,114.07,113.65,113.28,113.63,9121014
2015-07-22,USD_JPY,Forex,113.71,113.5,112.94,113.37,7102217
2015-07-23,USD_JPY,Forex,112.78,113.99,113.3,113.32,8502050
2015-07-24,USD_JPY,Forex,111.76,112.83,111.92,112.51,7840469
2015-07-27,USD_JPY,Forex,113.43,113.14,110.57,112.59,6314356
2015-07-28,USD_JPY,Forex,114.35,114.46,113.23,113.48,9582642
2015-07-29,USD_JPY,Forex,113.97,113.63,112.99,113.22,10062722
2015-07-30,USD_JPY,Forex,112.84,113.93,111.85,113.31,10922868
2015-07-31,USD_JPY,Forex,112.47,114.16,113.24,113.27,10572676
2015-08-03,USD_JPY,Forex,113.55,113.83,112.58,113.37,6434771
2015-08-04,USD_JPY,Forex,113.91,115.18,112.85,113.39,10060972
2015-08-05,USD_JPY,Forex,112.16,113.12,112.49,112.54,7402062
2015-08-06,USD_JPY,Forex,113.51,113.72,112.29,113.12,10441108
2015-08-07,USD_JPY,Forex,114.47,113.69,112.85,113.65,9287580
2015-08-10,USD_JPY,Forex,113.16,115.29,113.29,113.93,8691177
2015-08-11,USD_JPY,Forex,114.61,116.11,112.29,114.36,6391427
2015-08-12,USD_JPY,Forex,113.56,114.37,112.06,114.32,8869268
2015-08-13,USD_JPY,Forex,113.23,114.38,112.56,112.72,9219734
2015-08-14,USD_JPY,Forex,113.4,113.57,112.77,113.36,7353882
2015-08-17,USD_JPY,Forex,114.45,114.46,112.36,113.36,8215647
2015-08-18,USD_JPY,Forex,113.55,114.32,113.19,113.39,8523351
2015-08-19,USD_JPY,Forex,112.73,113.48,112.51,113.24,6611231
2015-08-20,USD_JPY,Forex,113.43,113.88,113.13,113.42,10484608
2015-08-21,USD_JPY,Forex,113.62,114.37,113.78,114.08,7486950
2015-08-24,USD_JPY,Forex,105.44,107.05,106.07,106.17,7618715
2015-08-25,USD_JPY,Forex,114.93,115.89,115.46,115.59,6638836
2015-08-26,USD_JPY,Forex,116.3,117.4,115.72,116.22,6405955
2015-08-27,USD_JPY,Forex,116.5,117.17,115.14,116.47,7148355
2015-08-28,USD_JPY,Forex,116.75,118.25,115.24,117.76,9632731
2015-08-31,USD_JPY,Forex,116.04,116.85,116.46,116.61,11536113
2015-09-01,USD_JPY,Forex,118.21,119.66,118.09,118.83,8225349
2015-09-02,USD_JPY,Forex,117.55,118.54,117.92,118.23,9180915
2015-09-03,USD_JPY,Forex,118.39,118.81,116.49,118.09,8969536
2015-09-04,USD_JPY,Forex,116.67,118.03,116.57,117.75,10387455
2015-09-07,USD_JPY,Forex,118.21,117.62,116.42,117.23,6616206
2015-09-08,USD_JPY,Forex,117.54,119.58,116.24,117.65,6320864
2015-09-09,USD_JPY,Forex,118.28,119.61,115.99,117.8,7060870
2015-09-10,USD_JPY,Forex,119.01,118.2,117.26,118.0,7848754
2015-09-11,USD_JPY,Forex,118.9,120.03,116.34,118.31,11631962
2015-09-14,USD_JPY,Forex,118.67,119.96,118.62,119.14,6533912
2015-09-15,USD_JPY,Forex,117.17,119.66,116.45,118.3,7703580
2015-09-16,USD_JPY,Forex,119.02,120.23,118.65,119.47,7690222
2015-09-17,USD_JPY,Forex,119.01,119.4,118.45,119.0,7020829
2015-09-18,USD_JPY,Forex,118.01,118.16,117.75,117.92,9120254
2015-09-21,USD_JPY,Forex,117.85,119.26,116.58,117.81,9944280
2015-09-22,USD_JPY,Forex,118.18,118.22,116.15,118.04,7643514
2015-09-23,USD_JPY,Forex,118.17,117.85,116.82,117.06,11651858
2015-09-24,USD_JPY,Forex,117.3,117.76,116.55,117.08,9255957
2015-09-25,USD_JPY,Forex,115.71,117.03,115.84,116.7,10536983
2015-09-28,USD_JPY,Forex,117.0,117.2,116.46,117.05,7086278
2015-09-29,USD_JPY,Forex,117.1,117.32,115.26,116.22,8171782
2015-09-30,USD_JPY,Forex,115.95,116.05,114.86,115.76,8560402
2015-10-01,USD_JPY,Forex,115.81,116.01,113.41,114.81,9467445
2015-10-02,USD_JPY,Forex,116.05,116.23,113.43,115.09,8581567
2015-10-05,USD_JPY,Forex,114.37,115.92,113.32,114.69,9542769
2015-10-06,USD_JPY,Forex,115.33,116.77,115.41,116.0,10699179
2015-10-07,USD_JPY,Forex,116.52,117.63,116.54,116.9,8926585
2015-10-08,USD_JPY,Forex,118.85,118.68,117.41,117.8,6425238
2015-10-09,USD_JPY,Forex,118.67,119.92,116.15,117.72,10462838
2015-10-12,USD_JPY,Forex,117.82,117.61,116.76,116.95,9762534
2015-10-13,USD_JPY,Forex,115.52,117.0,114.62,116.14,11063262
2015-10-14,USD_JPY,Forex,116.81,116.82,115.66,115.92,7112668
2015-10-15,USD_JPY,Forex,117.56,118.61,116.98,117.7,11374551
2015-10-16,USD_JPY,Forex,120.37,120.55,117.92,119.28,9870302
2015-10-19,USD_JPY,Forex,120.71,120.44,119.52,120.04,9535026
2015-10-20,USD_JPY,Forex,119.98,119.9,119.39,119.63,8450223
2015-10-21,USD_JPY,Forex,120.24,120.55,119.72,119.97,8854249
2015-10-22,USD_JPY,Forex,118.35,119.59,118.12,118.38,11365602
2015-10-23,USD_JPY,Forex,116.83,118.06,117.29,117.87,11211960
2015-10-26,USD_JPY,Forex,116.12,118.41,114.4,117.23,7371652
2015-10-27,USD_JPY,Forex,118.82,118.78,116.7,117.66,8065492
2015-10-28,USD_JPY,Forex,118.45,119.47,117.13,117.48,11402841
2015-10-29,USD_JPY,Forex,117.31,117.21,116.26,116.77,11492258
2015-10-30,USD_JPY,Forex,117.0,117.03,115.92,116.82,8064728
2015-11-02,USD_JPY,Forex,117.43,118.25,114.93,116.29,11174557
2015-11-03,USD_JPY,Forex,115.73,116.82,114.74,115.58,6801535
2015-11-04,USD_JPY,Forex,115.83,116.34,115.43,116.04,6452697
2015-11-05,USD_JPY,Forex,115.63,116.96,116.03,116.32,7736520
2015-11-06,USD_JPY,Forex,115.34,117.16,116.19,116.36,7079966
2015-11-09,USD_JPY,Forex,116.27,117.48,114.65,116.32,7797064
2015-11-10,USD_JPY,Forex,116.95,117.0,115.58,115.95,7214878
2015-11-11,USD_JPY,Forex,115.42,117.99,114.42,116.33,11227478
2015-11-12,USD_JPY,Forex,115.7,115.82,114.35,115.15,7266075
2015-11-13,USD_JPY,Forex,114.64,116.17,114.16,114.59,9410572
2015-11-16,USD_JPY,Forex,112.85,114.54,112.66,113.62,9691514
2015-11-17,USD_JPY,Forex,113.91,114.43,112.45,114.36,6783683
2015-11-18,USD_JPY,Forex,114.08,115.21,115.15,115.21,11414366
2015-11-19,USD_JPY,Forex,117.32,117.66,115.79,116.57,11690844
2015-11-20,USD_JPY,Forex,116.22,116.85,116.53,116.73,10962053
2015-11-23,USD_JPY,Forex,116.19,118.39,115.16,116.75,9705153
2015-11-24,USD_JPY,Forex,117.0,117.83,115.9,116.28,8214548
2015-11-25,USD_JPY,Forex,115.96,117.81,115.87,116.87,9032772
2015-11-26,USD_JPY,Forex,116.0,116.68,115.55,116.48,11386770
2015-11-27,USD_JPY,Forex,115.77,118.13,116.11,116.76,11260600
2015-11-30,USD_JPY,Forex,115.94,118.11,115.19,116.86,9802511
2015-12-01,USD_JPY,Forex,116.92,116.89,116.5,116.6,10908127
2015-12-02,USD_JPY,Forex,117.35,117.46,116.11,116.75,10283239
2015-12-03,USD_JPY,Forex,115.46,117.72,115.94,116.2,9165274
2015-12-04,USD_JPY,Forex,116.29,117.79,116.16,116.6,10879782
2015-12-07,USD_JPY,Forex,115.57,117.57,115.84,116.17,10080586
2015-12-08,USD_JPY,Forex,116.51,116.57,115.35,115.78,7048074
2015-12-09,USD_JPY,Forex,116.14,116.06,115.15,115.96,10808559
2015-12-10,USD_JPY,Forex,116.67,116.75,115.65,116.18,8405540
2015-12-11,USD_JPY,Forex,116.25,118.61,114.19,115.95,7461118
2015-12-14,USD_JPY,Forex,115.53,117.72,114.38,115.15,7039486
2015-12-15,USD_JPY,Forex,113.58,115.25,113.2,114.5,8339505
2015-12-16,USD_JPY,Forex,113.98,113.77,112.54,113.44,8785407
2015-12-17,USD_JPY,Forex,112.79,115.83,112.6,113.49,9033297
2015-12-18,USD_JPY,Forex,114.36,114.84,113.86,114.5,11656365
2015-12-21,USD_JPY,Forex,113.52,115.54,113.51,114.62,7295316
2015-12-22,USD_JPY,Forex,114.69,115.57,112.13,113.91,10126438
2015-12-23,USD_JPY,Forex,113.02,113.57,112.5,112.7,7295964
2015-12-24,USD_JPY,Forex,112.69,114.9,112.41,112.97,6733770
2015-12-25,USD_JPY,Forex,114.77,114.68,113.61,114.08,10790175
2015-12-28,USD_JPY,Forex,113.34,114.54,111.75,114.01,7462203
2015-12-29,USD_JPY,Forex,114.55,115.24,113.61,114.3,10696698
2015-12-30,USD_JPY,Forex,114.0,114.21,112.34,113.43,7137040
2015-12-31,USD_JPY,Forex,113.54,113.45,111.47,113.4,11227040
2016-01-01,USD_JPY,Forex,112.87,114.49,113.75,113.97,7429272
2016-01-04,USD_JPY,Forex,114.98,115.19,115.07,115.11,9834200
2016-01-05,USD_JPY,Forex,117.65,118.1,114.77,116.55,8958197
2016-01-06,USD_JPY,Forex,116.35,117.16,115.11,116.24,7919609
2016-01-07,USD_JPY,Forex,116.07,117.58,115.52,116.15,9024246
2016-01-08,USD_JPY,Forex,115.34,116.79,116.28,116.3,9448655
2016-01-11,USD_JPY,Forex,118.31,118.93,117.45,117.65,8891704
2016-01-12,USD_JPY,Forex,117.65,118.76,116.6,117.9,7116280
2016-01-13,USD_JPY,Forex,116.43,118.07,115.89,117.47,8893304
2016-01-14,USD_JPY,Forex,117.9,119.51,117.41,118.02,7585105
2016-01-15,USD_JPY,Forex,117.89,117.72,116.87,117.63,11517999
2016-01-18,USD_JPY,Forex,116.56,118.52,116.67,117.36,6593106
2016-01-19,USD_JPY,Forex,117.43,117.67,116.86,116.95,6582187
2016-01-20,USD_JPY,Forex,118.32,118.37,116.48,117.2,7729789
2016-01-21,USD_JPY,Forex,117.67,116.83,115.16,116.62,9228087
2016-01-22,USD_JPY,Forex,116.7,117.0,115.91,116.45,8851959
2016-01-25,USD_JPY,Forex,117.05,117.97,114.77,116.8,9746155
2016-01-26,USD_JPY,Forex,115.83,117.21,115.52,116.95,8962042
2016-01-27,USD_JPY,Forex,117.32,117.93,116.63,117.29,10936658
2016-01-28,USD_JPY,Forex,117.33,118.06,116.85,117.44,6826474
2016-01-29,USD_JPY,Forex,118.48,119.26,116.62,118.17,10381414
2016-02-01,USD_JPY,Forex,116.47,118.9,116.83,117.62,10737748
2016-02-02,USD_JPY,Forex,117.32,119.53,117.52,117.84,10803799
2016-02-03,USD_JPY,Forex,117.37,119.21,116.7,117.43,10207275
2016-02-04,USD_JPY,Forex,117.64,120.54,116.53,118.51,10128155
2016-02-05,USD_JPY,Forex,118.19,119.57,116.96,118.4,11139063
2016-02-08,USD_JPY,Forex,117.9,119.73,118.91,118.93,6878370
2016-02-09,USD_JPY,Forex,120.97,121.32,117.88,120.38,9726957
2016-02-10,USD_JPY,Forex,121.09,120.94,119.37,120.26,7686736
2016-02-11,USD_JPY,Forex,120.28,119.3,118.98,119.24,9006630
2016-02-12,USD_JPY,Forex,117.76,118.98,117.61,118.13,9160365
2016-02-15,USD_JPY,Forex,118.22,119.28,117.28,118.28,8269012
2016-02-16,USD_JPY,Forex,118.28,119.08,117.57,118.0,10069435
2016-02-17,USD_JPY,Forex,118.04,117.77,117.11,117.45,11006077
2016-02-18,USD_JPY,Forex,118.62,118.46,117.21,117.71,8202457
2016-02-19,USD_JPY,Forex,117.07,117.65,116.98,117.09,11033798
2016-02-22,USD_JPY,Forex,115.83,118.74,114.96,116.59,9968545
2016-02-23,USD_JPY,Forex,117.51,118.48,116.42,117.69,8326889
2016-02-24,USD_JPY,Forex,117.49,118.39,117.96,118.08,9088718
2016-02-25,USD_JPY,Forex,119.89,121.36,116.51,119.13,10454144
2016-02-26,USD_JPY,Forex,119.37,120.99,116.94,119.2,7585514
2016-02-29,USD_JPY,Forex,118.75,119.37,117.36,118.38,10005107
2016-03-01,USD_JPY,Forex,118.17,119.49,118.59,118.8,9838475
2016-03-02,USD_JPY,Forex,118.15,119.78,117.96,118.02,8696142
2016-03-03,USD_JPY,Forex,118.42,120.12,116.57,118.56,10792533
2016-03-04,USD_JPY,Forex,119.88,121.22,119.06,119.51,6454458
2016-03-07,USD_JPY,Forex,119.38,121.65,118.24,119.78,6924769
2016-03-08,USD_JPY,Forex,118.19,119.66,118.73,119.05,11027187
2016-03-09,USD_JPY,Forex,119.54,119.96,118.42,119.37,10788872
2016-03-10,USD_JPY,Forex,121.1,121.19,118.97,120.45,10745553
2016-03-11,USD_JPY,Forex,120.54,120.15,116.88,119.44,6395273
2016-03-14,USD_JPY,Forex,118.35,119.21,118.59,118.94,10788611
2016-03-15,USD_JPY,Forex,119.98,119.22,117.87,119.07,9315303
2016-03-16,USD_JPY,Forex,117.88,118.64,118.21,118.25,7501254
2016-03-17,USD_JPY,Forex,118.69,118.7,116.77,118.27,7787322
2016-03-18,USD_JPY,Forex,118.19,118.41,117.68,117.7,8861976
2016-03-21,USD_JPY,Forex,118.93,120.84,118.69,118.98,10797493
2016-03-22,USD_JPY,Forex,119.89,121.13,119.48,120.21,9133094
2016-03-23,USD_JPY,Forex,120.98,120.24,119.14,119.81,10604677
2016-03-24,USD_JPY,Forex,119.35,119.81,118.62,119.29,10422422
2016-03-25,USD_JPY,Forex,118.18,117.75,116.61,117.72,11241517
2016-03-28,USD_JPY,Forex,118.57,117.87,115.61,117.81,7321729
2016-03-29,USD_JPY,Forex,119.21,118.86,118.35,118.37,6856931
2016-03-30,USD_JPY,Forex,119.51,119.28,118.72,118.72,9594512
2016-03-31,USD_JPY,Forex,117.76,118.64,116.48,118.37,10517261
2016-04-01,USD_JPY,Forex,118.86,120.98,118.41,118.41,7405525
2016-04-04,USD_JPY,Forex,119.63,119.95,117.31,118.65,7547658
2016-04-05,USD_JPY,Forex,118.49,119.63,117.5,119.21,9561056
2016-04-06,USD_JPY,Forex,118.67,119.53,118.35,118.93,6902931
2016-04-07,USD_JPY,Forex,120.56,119.88,119.52,119.69,10729752
2016-04-08,USD_JPY,Forex,120.17,121.13,119.91,119.96,8503139
2016-04-11,USD_JPY,Forex,118.96,122.02,117.7,119.88,7731869
2016-04-12,USD_JPY,Forex,121.21,121.1,117.79,120.45,7501168
2016-04-13,USD_JPY,Forex,120.45,121.32,119.77,121.12,7312271
2016-04-14,USD_JPY,Forex,120.83,121.66,120.23,121.08,11203063
2016-04-15,USD_JPY,Forex,122.51,122.51,121.85,121.99,9998416
2016-04-18,USD_JPY,Forex,122.28,122.37,121.5,121.53,7898976
2016-04-19,USD_JPY,Forex,122.47,122.27,121.26,121.78,10055237
2016-04-20,USD_JPY,Forex,121.69,123.57,121.43,121.8,11245227
2016-04-21,USD_JPY,Forex,120.87,121.68,120.36,121.22,8864693
2016-04-22,USD_JPY,Forex,121.69,121.7,120.58,120.76,8035859
2016-04-25,USD_JPY,Forex,121.79,121.24,119.74,120.61,7775195
2016-04-26,USD_JPY,Forex,120.62,120.83,117.13,119.63,9424485
2016-04-27,USD_JPY,Forex,120.76,120.68,118.57,119.74,8102224
2016-04-28,USD_JPY,Forex,119.59,121.14,120.39,120.53,11318756
2016-04-29,USD_JPY,Forex,119.5,121.21,119.04,120.2,9795516
2016-05-02,USD_JPY,Forex,119.09,120.57,118.2,120.08,11674140
2016-05-03,USD_JPY,Forex,121.01,121.99,121.89,121.97,8852919
2016-05-04,USD_JPY,Forex,122.9,124.05,121.31,122.07,7178576
2016-05-05,USD_JPY,Forex,122.62,123.53,120.99,122.29,7286822
2016-05-06,USD_JPY,Forex,122.95,122.97,122.22,122.73,10272768
2016-05-09,USD_JPY,Forex,125.31,126.05,122.36,124.1,10139055
2016-05-10,USD_JPY,Forex,125.06,127.05,124.91,124.98,10973472
2016-05-11,USD_JPY,Forex,125.31,126.06,124.03,125.62,11025384
2016-05-12,USD_JPY,Forex,124.75,128.49,124.26,125.7,6352127
2016-05-13,USD_JPY,Forex,125.56,126.95,124.23,125.86,7023949
2016-05-16,USD_JPY,Forex,124.51,125.64,123.2,123.88,7078359
2016-05-17,USD_JPY,Forex,123.79,124.44,121.57,123.11,10513652
2016-05-18,USD_JPY,Forex,122.93,125.32,121.11,123.11,7517352
2016-05-19,USD_JPY,Forex,121.78,123.4,120.43,122.44,11015514
2016-05-20,USD_JPY,Forex,124.17,123.28,122.18,123.11,10909534
2016-05-23,USD_JPY,Forex,123.63,122.98,122.54,122.95,7708199
2016-05-24,USD_JPY,Forex,121.57,124.17,121.4,122.75,6835685
2016-05-25,USD_JPY,Forex,123.97,124.79,122.45,122.8,6464597
2016-05-26,USD_JPY,Forex,122.5,123.38,120.0,121.71,8094306
2016-05-27,USD_JPY,Forex,120.96,122.98,119.2,122.05,10028367
